id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
890659018774102446,Rental unit in Florence · ★4.88 · 2 bedrooms · 3 beds · 2 baths,14650399,Alessio,,Rifredi,43.7923886633504,11.213861941103808,Entire home/apt,118,2,24,2023-12-10,3.51,1,353,24,048017LTN9455
890970486455551900,Rental unit in Florence · ★4.81 · 1 bedroom · 2 beds · 1.5 baths,514638772,Benedetta,,Centro Storico,43.76544671975477,11.24465897053278,Entire home/apt,173,2,15,2023-10-10,2.26,1,0,15,
890982028578789041,Rental unit in Florence · ★4.92 · 1 bedroom · 1 bed · 2 baths,514640765,Giulio,,Rifredi,43.80334843791722,11.252819939850944,Entire home/apt,117,2,13,2023-11-02,1.93,1,179,13,
891019209493836822,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,514646456,Ester,,Centro Storico,43.78273,11.25994,Private room,220,2,4,2023-09-24,0.60,1,78,4,
896436249188936563,Rental unit in Florence · ★4.71 · 1 bedroom · 1 bed · 1 bath,451360187,Matteo,,Centro Storico,43.77033,11.26574,Entire home/apt,114,3,21,2023-12-01,3.64,1,178,21,048017LTN9307
891097239359000558,Rental unit in Florence · ★5.0 · 2 bedrooms · 2 beds · 2 baths,511480875,Jacopo,,Rifredi,43.79653859881796,11.238948662621784,Entire home/apt,118,2,17,2023-11-12,2.48,1,39,17,
896551222250567096,Rental unit in Florence · ★5.0 · 3 bedrooms · 3 beds · 2 baths,14484458,CJ & Aviva,,Centro Storico,43.76470259468502,11.245979368686676,Entire home/apt,229,2,10,2023-11-03,3.19,1,265,10,
896770930938860294,Rental unit in Florence · ★4.29 · 2 bedrooms · 2 beds · 2.5 baths,152791899,Federico,,Centro Storico,43.77982808498451,11.256781792773543,Entire home/apt,98,3,7,2023-11-30,1.47,16,199,7,048017LTI5969
891135509413641405,Bed and breakfast in Florence · ★4.93 · 4 bedrooms · 8 beds · 4 baths,139228124,Maryan,,Campo di Marte,43.781952728967724,11.28644005653241,Private room,86,3,15,2023-11-27,2.16,4,171,15,
896782902318073460,Loft in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,7821162,Alessandro,,Centro Storico,43.76721203519655,11.245003593296484,Entire home/apt,105,3,7,2023-10-29,1.09,2,299,7,
896826483363659615,Rental unit in Florence · ★4.38 · 3 bedrooms · 5 beds · 1 bath,45259442,Istay,,Centro Storico,43.7709039,11.2491588,Entire home/apt,213,1,15,2023-10-23,2.16,160,0,15,
891185365094013995,Rental unit in Florence · ★4.96 · 1 bedroom · 2 beds · 1 bath,5868809,Lorenzo E Paola,,Centro Storico,43.78064313078819,11.257878168786615,Entire home/apt,98,1,46,2023-12-02,7.84,2,0,46,CIR 048017LTN9378
891242885513937425,Rental unit in Florence · ★4.24 · 3 bedrooms · 4 beds · 1.5 baths,643703,Tiziana Ferdinanda,,Centro Storico,43.77141291044715,11.265468626881278,Entire home/apt,139,2,17,2023-10-09,2.87,6,275,17,
896885500459958183,Rental unit in Florence · ★4.0 · 1 bedroom · 1 bed · 1 bath,935671,Fabiana,,Isolotto Legnaia,43.77078,11.22599,Entire home/apt,122,4,6,2023-10-23,1.02,1,364,6,
896925448981428116,Rental unit in Florence · ★4.84 · 1 bedroom · 3 beds · 1 bath,260966224,Aurora,,Campo di Marte,43.77317011076575,11.277755502356472,Entire home/apt,84,2,19,2023-10-20,2.88,3,226,19,
891377647115501743,Rental unit in Florence · ★4.84 · 1 bedroom · 1 bed · 1 bath,2382129,Raimondo,,Centro Storico,43.76962517340077,11.244607418775558,Entire home/apt,59,2,44,2023-12-17,6.47,2,236,44,
896979306885987047,Rental unit in Florence · ★4.69 · 2 bedrooms · 3 beds · 2 baths,26894194,Mamo,,Centro Storico,43.76935122749011,11.24842924671696,Entire home/apt,157,1,16,2023-11-01,2.42,140,331,16,
896990437585077985,Rental unit in Florence · ★4.65 · 1 bedroom · 2 beds · 1 shared bath,66869611,Shuyi,,Centro Storico,43.779852776485754,11.241986935547043,Private room,,1,37,2023-10-31,5.41,2,0,37,
897009293876241293,Rental unit in Florence · 2 bedrooms · 4 beds · 1 bath,45259442,Istay,,Centro Storico,43.7669212,11.25158,Entire home/apt,320,1,2,2023-08-16,0.45,160,24,2,
891411102988752841,Rental unit in Florence · ★4.95 · 3 bedrooms · 5 beds · 2 baths,340605158,Rosa,,Centro Storico,43.78025657250875,11.26051638650818,Entire home/apt,136,2,40,2023-11-12,5.61,2,0,40,Cir. 048017LTN8799
891835226806711520,Hotel in Florence · 1 bedroom · 1 bed · 1 bath,422841178,Cristiano,,Centro Storico,43.7754,11.25104,Private room,55,1,2,2023-08-07,0.35,10,40,2,
891896486298849664,Rental unit in Florence · ★4.80 · 1 bedroom · 2 beds · 1 bath,239703733,Maria Grazia,,Centro Storico,43.77096,11.25924,Entire home/apt,126,1,15,2023-12-11,4.05,2,348,15,
897017246267047067,Rental unit in Florence · 3 bedrooms · 4 beds · 2 baths,515807744,Shakeel,,Rifredi,43.7923262,11.2129366,Entire home/apt,249,1,2,2023-06-19,0.31,2,230,2,
897047631665837639,Home in Florence · 2 bedrooms · 2 beds · 1 private bath,32051895,Giandomenico,,Gavinana Galluzzo,43.76373,11.27314,Private room,90,1,0,,,5,105,0,
891898017527325777,Rental unit in Florence · ★4.82 · 2 bedrooms · 3 beds · 1 bath,509737522,Carla,,Centro Storico,43.76529757057551,11.246880865081769,Entire home/apt,98,1,17,2023-11-28,2.51,1,6,17,048017LTN8907
897138207118578676,Condo in Florence · ★4.55 · 3 bedrooms · 4 beds · 2 baths,38777494,Irene,,Centro Storico,43.77298240686766,11.244291734252991,Entire home/apt,411,1,10,2023-09-21,1.50,49,0,10,
891966164194519723,Condo in Florence · ★5.0 · 2 bedrooms · 3 beds · 1 bath,405804691,Riccardo,,Centro Storico,43.76926922438598,11.258278061562667,Entire home/apt,147,1,40,2023-12-16,8.11,1,0,40,TZ323T001285000ZH
897153189061345325,Condo in Florence · ★5.0 · 2 bedrooms · 3 beds · 1 bath,25366540,Niccolò,,Centro Storico,43.77828,11.24369,Entire home/apt,105,1,15,2023-11-29,2.30,1,153,15,048017CAV0586
891997361429386425,Bed and breakfast in Florence · ★5.0 · 4 bedrooms · 8 beds · 4 baths,139228124,Maryan,,Campo di Marte,43.781350358421705,11.285287402101378,Private room,109,3,10,2023-10-16,1.45,4,175,10,
897155855872645319,Condo in Florence · 2 bedrooms · 4 beds · 1.5 baths,69467746,Anna,,Centro Storico,43.76501,11.24542,Entire home/apt,140,6,2,2023-09-07,0.46,1,63,2,
897157640388441310,Rental unit in Florence · ★4.56 · 1 bedroom · 1 bed · 1 bath,516034676,Tiago,,Campo di Marte,43.7649298,11.3008763,Entire home/apt,97,2,9,2023-11-06,1.47,1,283,9,
897308938221240392,Rental unit in Florence · 1 bedroom · 1 bed · 2 baths,161551313,Alessandra - Interhome Group,,Campo di Marte,43.7665027,11.2744151,Entire home/apt,107,1,1,2023-09-20,0.33,8,175,1,
891999724754815257,Bed and breakfast in Florence · ★4.89 · 4 bedrooms · 6 beds · 4 baths,139228124,Maryan,,Campo di Marte,43.78268754883515,11.287588269312032,Private room,65,3,9,2023-11-02,1.28,4,136,9,
897509549615378639,Rental unit in Florence · ★4.86 · 1 bedroom · 1 bed · 1 bath,62131642,Marco,,Rifredi,43.788347851283476,11.22790636085206,Private room,79,5,7,2023-09-26,1.07,3,364,7,048017LTN8595
892038383994014446,Rental unit in Florence · 4 bedrooms · 5 beds · 2 baths,4586634,Noga,,Centro Storico,43.77386757364254,11.267850208348557,Entire home/apt,,4,0,,,1,200,0,
897530514645454838,Rental unit in Florence · ★New · 1 bedroom · 2 beds · 1 bath,137848322,Paolo,,Isolotto Legnaia,43.76831623288525,11.238596329399762,Entire home/apt,127,2,0,,,1,263,0,048017LTN10952
897535986490489324,Rental unit in Florence · ★4.56 · 2 bedrooms · 3 beds · 1 bath,45259442,Istay,,Centro Storico,43.77106,11.26173,Entire home/apt,,1,8,2023-10-11,1.28,160,0,8,
899009817962463242,Rental unit in Florence · 2 bedrooms · 3 beds · 2 baths,76556384,Andrea,,Centro Storico,43.76518,11.2445,Entire home/apt,91,1,1,2023-09-10,0.30,67,200,1,
897582062075202610,Rental unit in Florence · ★4.82 · 1 bedroom · 2 beds · 1 bath,23904874,Edoardo E Michela,,Centro Storico,43.76914,11.26363,Entire home/apt,115,2,17,2023-10-27,3.05,219,343,17,
899009820502204106,Rental unit in Florence · ★4.50 · 2 bedrooms · 3 beds · 1 bath,76556384,Andrea,,Centro Storico,43.76688078588093,11.247135637310155,Entire home/apt,82,1,4,2023-07-02,0.66,67,359,4,
899081294436864386,Rental unit in Florence · ★5.0 · 2 bedrooms · 2 beds · 2 baths,232887992,Romy,,Centro Storico,43.78113320000001,11.2569939,Entire home/apt,235,2,9,2023-10-03,1.56,1,31,9,
899135302216839539,Rental unit in Florence · ★4.64 · 1 bedroom · 2 beds · 1 bath,9847704,Eva,,Centro Storico,43.76343,11.25818,Entire home/apt,244,2,11,2023-10-08,1.67,3,365,11,
898257940694580127,Rental unit in Florence · ★4.47 · 2 bedrooms · 3 beds · 1 bath,516289867,Sara,,Isolotto Legnaia,43.76951529999999,11.2034606,Entire home/apt,100,2,29,2023-12-10,4.63,1,0,29,
899142792152038912,Condo in Florence · ★5.0 · 1 bedroom · 1 bed · 2 baths,105625085,Luca,,Centro Storico,43.767905165385145,11.250691722090167,Entire home/apt,232,2,5,2023-11-05,1.67,2,269,5,
898316340074133339,Rental unit in Florence · 3 bedrooms · 3 beds · 4 baths,8188283,Alessandro,,Centro Storico,43.76944067864225,11.260197387093037,Entire home/apt,1036,1,0,,,21,189,0,
898316350177061521,Rental unit in Florence · 3 bedrooms · 3 beds · 3 baths,8188283,Alessandro,,Centro Storico,43.76953713562448,11.261612681004141,Entire home/apt,954,1,0,,,21,172,0,
898316360507951473,Rental unit in Florence · 3 bedrooms · 3 beds · 3 baths,8188283,Alessandro,,Centro Storico,43.76976090727913,11.260092581609971,Entire home/apt,954,1,0,,,21,303,0,
898316370627829231,Rental unit in Florence · 3 bedrooms · 3 beds · 3 baths,8188283,Alessandro,,Centro Storico,43.76958,11.26033,Entire home/apt,954,1,0,,,21,216,0,
898316380261649002,Rental unit in Florence · 2 bedrooms · 2 beds · 3 baths,8188283,Alessandro,,Centro Storico,43.76946169665375,11.261358724239553,Entire home/apt,1036,1,0,,,21,190,0,
898316389308942354,Rental unit in Florence · 2 bedrooms · 2 beds · 2 baths,8188283,Alessandro,,Centro Storico,43.76955,11.26188,Entire home/apt,530,1,0,,,21,195,0,
898316398304695658,Rental unit in Florence · 2 bedrooms · 2 beds · 2 baths,8188283,Alessandro,,Centro Storico,43.76939818298407,11.261949400099075,Entire home/apt,636,1,0,,,21,237,0,
898316408004739564,Rental unit in Florence · 2 bedrooms · 2 beds · 2 baths,8188283,Alessandro,,Centro Storico,43.76816703039416,11.26180271709991,Entire home/apt,636,1,0,,,21,218,0,
898316417483672739,Rental unit in Florence · 3 bedrooms · 3 beds · 3 baths,8188283,Alessandro,,Centro Storico,43.76917,11.26208,Entire home/apt,636,1,0,,,21,89,0,
898316761153189889,Rental unit in Florence · ★5.0 · 2 bedrooms · 2 beds · 2 baths,249850421,ApartmentsFlorence,,Centro Storico,43.76612,11.248,Entire home/apt,312,1,3,2023-09-03,0.48,47,263,3,
899164407731886465,Rental unit in Florence · 2 bedrooms · 2 beds · 2 baths,8188283,Alessandro,,Centro Storico,43.76567,11.2472,Entire home/apt,303,1,0,,,21,181,0,
899171841330546042,Rental unit in Florence · 1 bedroom · 2 beds · 1 bath,481106498,Chiara,,Centro Storico,43.76527,11.24829,Entire home/apt,1000,3,2,2023-11-03,0.78,10,0,2,048017LTI9238
899215272981255106,Rental unit in Florence · ★4.67 · 3 bedrooms · 4 beds · 1 bath,89277071,Lorenzo,,Centro Storico,43.7636,11.26043,Entire home/apt,79,1,3,2023-07-04,0.50,25,304,3,
898416396785828877,Rental unit in Florence · ★4.38 · 2 bedrooms · 3 beds · 1.5 baths,516323022,Sharon,,Centro Storico,43.76494,11.26281,Entire home/apt,165,2,16,2023-10-31,2.68,1,73,16,
898417225181094945,Rental unit in Florence · ★4.85 · 2 bedrooms · 2 beds · 2 baths,516323014,Lorenzo,,Centro Storico,43.77359,11.25073,Entire home/apt,121,2,13,2023-11-25,1.97,1,21,13,
898970406511702962,Rental unit in Florence · ★4.82 · 1 bedroom · 1 bed · 1 bath,485014459,Costel,,Centro Storico,43.78442131444281,11.234772111695376,Private room,103,1,16,2023-11-03,2.33,2,0,16,
898983593148784917,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,30435237,Ceyhun,,Centro Storico,43.766484019141124,11.25096643333764,Entire home/apt,300,2,0,,,1,364,0,
899680074964557122,Rental unit in Florence · ★5.0 · 3 bedrooms · 3 beds · 3 baths,508825500,Dimora Italia,,Centro Storico,43.76828,11.2591,Entire home/apt,511,1,10,2023-11-27,1.54,9,0,10,048017CAV0582
904302709238768509,Serviced apartment in Florence · 3 bedrooms · 4 beds · 3 baths,17184998,Donatella,,Centro Storico,43.76604980407641,11.251509245516988,Entire home/apt,386,3,0,,,8,213,0,048017LTN10126
904303084806196567,Rental unit in Florence · ★4.75 · 2 bedrooms · 2 beds · 2 baths,17184998,Donatella,,Centro Storico,43.7716618,11.246662,Entire home/apt,408,3,8,2023-10-28,1.59,8,226,8,048017LTN10129
904303764625937947,Rental unit in Florence · ★4.93 · 1 bedroom · 1 bed · 1 bath,499325295,Giacomo,,Centro Storico,43.7694273,11.2549364,Entire home/apt,113,1,28,2023-12-15,4.83,3,281,28,
904311828982335892,Rental unit in Florence · ★4.96 · 2 bedrooms · 3 beds · 2 baths,31350239,Barbara,,Centro Storico,43.76621,11.25152,Entire home/apt,157,2,27,2023-12-04,4.31,2,157,27,048017LTN9548
899707295328923386,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,481106498,Chiara,,Gavinana Galluzzo,43.74064550801049,11.222433739336513,Entire home/apt,1000,3,3,2023-08-30,0.52,10,263,3,048017LTI9130
899725430366865955,Rental unit in Florence · 2 bedrooms · 3 beds · 1 bath,175095371,Annie,,Centro Storico,43.7648378,11.2452726,Entire home/apt,218,1,0,,,54,0,0,048017LTI11012
899731009226887654,Rental unit in Florence · ★5.0 · 3 bedrooms · 3 beds · 3 baths,508825500,Dimora Italia,,Centro Storico,43.76812,11.25884,Entire home/apt,463,1,8,2023-11-24,1.24,9,349,8,048017CAV0582
899739762866013506,Rental unit in Florence · 2 bedrooms · 2 beds · 2 baths,8188283,Alessandro,,Centro Storico,43.7692,11.25436,Entire home/apt,276,1,0,,,21,248,0,
899745885310471757,Rental unit in Florence · ★3.82 · 2 bedrooms · 3 beds · 1 private bath,516503689,Domenico,,Centro Storico,43.777594247912496,11.257330578739458,Private room,79,2,11,2023-10-14,1.93,2,243,11,
904314309268139962,Rental unit in Florence · ★4.85 · 1 bedroom · 1 bed · 1 bath,517718099,Ilaria,,Centro Storico,43.76792,11.25232,Entire home/apt,74,1,39,2023-11-26,6.03,1,362,39,048017LTI10768
899753321153530161,Rental unit in Florence · 1 bedroom · 2 beds · 1 bath,23904874,Edoardo E Michela,,Centro Storico,43.77346,11.26273,Entire home/apt,159,2,1,2023-06-12,0.16,219,0,1,
904326412957063667,Rental unit in Florence · ★4.88 · 1 bedroom · 3 beds · 1 bath,65246953,Nicola,,Campo di Marte,43.77504568538268,11.284943475314098,Entire home/apt,95,5,8,2023-10-18,1.51,1,302,8,
899753983333087100,Rental unit in Florence · ★4.68 · 2 bedrooms · 2 beds · 1 bath,516633324,Anna Maria,,Centro Storico,43.76936620752988,11.264327235386084,Entire home/apt,98,1,18,2023-11-01,3.31,1,0,18,
904331765621415212,Rental unit in Florence · 2 bedrooms · 1 bed · 1 bath,16651502,Stefania,,Centro Storico,43.772271245441786,11.267782288242019,Entire home/apt,90,2,1,2023-09-25,0.35,11,362,1,
904333569832781990,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,517724035,HouseFlo,,Centro Storico,43.767545,11.2501603,Entire home/apt,116,3,20,2023-12-02,3.90,1,165,20,048017LTN9293
899761175550213810,Rental unit in Florence · ★5.0 · 2 bedrooms · 4 beds · 2 baths,8846138,Ma Maison Vacation Rental,,Campo di Marte,43.76692725263084,11.280690961186183,Entire home/apt,146,2,7,2023-10-05,1.35,11,0,7,
899763307226618618,Rental unit in Florence · ★4.95 · 2 bedrooms · 3 beds · 2 baths,495147275,Erika,,Campo di Marte,43.7744394,11.2777156,Entire home/apt,119,2,21,2023-11-13,3.30,6,357,21,048017LTN8804
899799337184356602,Rental unit in Florence · 2 bedrooms · 3 beds · 1 bath,2927998,Marco,,Centro Storico,43.7768739,11.2514536,Entire home/apt,133,2,0,,,1,298,0,
904335703647005346,Rental unit in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,7355915,Elisa,,Centro Storico,43.76832111977985,11.241006388402914,Entire home/apt,110,2,6,2023-10-08,1.58,1,177,6,
899843228158206534,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 1 bath,157637592,Valerio,,Centro Storico,43.77262109999999,11.2453008,Entire home/apt,120,3,3,2023-09-30,0.47,7,160,3,
904372914124989748,Condo in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,10551338,Linda,,Centro Storico,43.769088,11.2638262,Entire home/apt,123,2,20,2023-11-20,3.00,1,0,20,048017LTN9341
899858031699842598,Rental unit in Florence · 2 bedrooms · 3 beds · 1 bath,23904874,Edoardo E Michela,,Rifredi,43.80537079683222,11.241570025748805,Entire home/apt,135,2,0,,,219,12,0,
904397029860419432,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,517743542,Veronica,,Centro Storico,43.77497,11.25293,Entire home/apt,99,4,1,2023-10-01,0.37,1,92,1,
899878710995148236,Rental unit in Florence · ★4.14 · 1 bedroom · 2 beds · 1 bath,157637592,Valerio,,Centro Storico,43.77262109999999,11.2453008,Entire home/apt,120,3,7,2023-10-15,1.12,7,247,7,
899916312044835168,Rental unit in Florence · ★4.90 · 1 bedroom · 2 beds · 1 bath,238013665,Gessjca E Luca,,Centro Storico,43.7820834,11.2435955,Entire home/apt,91,4,29,2023-12-03,4.22,25,218,29,
904397443357631213,Rental unit in Florence · 2 bedrooms · 2 beds · 1 bath,166621075,Davide,,Centro Storico,43.76841650305098,11.263646481301395,Entire home/apt,400,3,0,,,1,12,0,048017LTN9403
904434715954526125,Condo in Florence · ★4.88 · 3 bedrooms · 3 beds · 2 baths,29204555,Roberta,,Gavinana Galluzzo,43.76202476920869,11.270540198284126,Entire home/apt,141,2,8,2023-10-22,1.36,10,145,8,
899916965098567928,Rental unit in Florence · ★4.93 · 2 bedrooms · 2 beds · 2 baths,101264939,Mattia,,Centro Storico,43.7764213,11.2402071,Entire home/apt,185,1,28,2023-11-06,4.16,29,235,28,048017LTN9399
899959815436132342,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,222975648,Luca,,Rifredi,43.79156419626094,11.234368198681898,Private room,83,1,3,2023-06-14,0.45,1,15,3,
900033122448645706,Rental unit in Florence · ★4.93 · 1 bedroom · 2 beds · 1 bath,15894719,Lavinia,,Centro Storico,43.7727004,11.2673438,Entire home/apt,90,1,14,2023-10-03,2.18,1,67,14,048017LTN9309
904447244734081526,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,6683751,Dario,,Centro Storico,43.76992660454107,11.253286711871624,Entire home/apt,150,2,11,2023-12-02,2.92,1,280,11,048017LTN10293
904451202217568734,Rental unit in Florence · 2 bedrooms · 1 bed · 2 baths,24397625,Matteo,,Centro Storico,43.77479644487946,11.247701071260181,Entire home/apt,120,1,0,,,3,0,0,
904643094141436436,Rental unit in Florence · ★4.26 · 2 bedrooms · 3 beds · 1 bath,3314526,Alessandro,,Centro Storico,43.77554,11.2543,Entire home/apt,132,2,27,2023-11-27,4.24,45,200,27,
900069317500243588,Condo in Florence · ★5.0 · 3 bedrooms · 3 beds · 3 baths,53667230,Alban,,Centro Storico,43.77147973350519,11.257391162216663,Entire home/apt,733,2,23,2023-10-26,3.69,1,35,23,cir 048017LTN12245
904702536065095179,Rental unit in Florence · ★4.77 · 1 bedroom · 2 beds · 1 bath,56074591,Errico,,Centro Storico,43.7632772,11.240843,Entire home/apt,76,3,12,2023-11-06,2.07,2,0,12,
904724767787408743,Rental unit in Florence · 4 bedrooms · 4 beds · 4 baths,36779638,Pierpaolo,,Centro Storico,43.7771061,11.2559881,Entire home/apt,7200,1,0,,,2,365,0,
904769844181924578,Hotel in Florence · ★3.83 · 1 bedroom · 1 bed · 1 bath,460653343,Saimir,,Centro Storico,43.776098313013435,11.250750642349079,Private room,105,1,6,2023-11-15,0.90,10,309,6,
904770357623212966,Rental unit in Florence · ★5.0 · 3 bedrooms · 3 beds · 2 baths,382117,Daria&Gabriele,,Centro Storico,43.77174,11.24775,Entire home/apt,278,2,29,2023-11-26,4.86,2,271,29,
904777531741901487,Rental unit in Florence · ★4.64 · 1 bedroom · 1 bed · 1 bath,510624464,Dida,,Centro Storico,43.777158603931824,11.254952977891133,Entire home/apt,57,2,39,2023-12-03,6.13,2,236,39,
904779657426982012,Rental unit in Florence · ★4.75 · 1 bedroom · 1 bed · 1 bath,13925157,Patty,,Centro Storico,43.76928404540982,11.261517405509949,Entire home/apt,166,2,8,2023-10-22,1.79,1,85,8,048017LTN10238
900325001044857542,Rental unit in Florence · ★4.93 · 1 bedroom · 1 bed · 1 bath,9445732,Simone,,Centro Storico,43.7632772,11.240843,Entire home/apt,59,2,27,2023-12-14,5.63,1,51,27,
900329964507644975,Home in Florence · 1 bedroom · 1 bed · 1 bath,78212466,Eleonora & Co.,,Centro Storico,43.76722821943734,11.244926266372204,Entire home/apt,94,7,1,2023-10-31,0.60,3,239,1,048017LTN7323
900352970570074548,Rental unit in Florence · ★4.84 · 2 bedrooms · 2 beds · 1 bath,433459545,Brando,,Centro Storico,43.768972146852114,11.253561673016357,Entire home/apt,188,2,19,2023-11-26,3.03,1,365,19,
900388789239490098,Rental unit in Florence · ★4.60 · 1 bedroom · 2 beds · 1 shared bath,334637671,Viva,,Isolotto Legnaia,43.77591,11.22818,Private room,70,1,5,2023-11-26,0.79,3,40,5,
900485948183540266,Rental unit in Florence · ★4.76 · 2 bedrooms · 2 beds · 2 baths,225712519,Giordano,,Centro Storico,43.7716548,11.2482285,Entire home/apt,144,2,17,2023-09-26,2.70,1,69,17,
904790431562689152,Rental unit in Florence · ★4.25 · 1 bedroom · 2 beds · 1 bath,517823720,Greish House,,Centro Storico,43.78127754700067,11.25643965330006,Entire home/apt,200,2,4,2023-10-21,0.65,2,176,4,
904791818382438693,Rental unit in Florence · 2 bedrooms · 2 beds · 1 bath,487150055,Carlotta,,Centro Storico,43.77694899999999,11.2544237,Entire home/apt,351,2,0,,,3,158,0,
900521801309227020,Rental unit in Florence · 2 bedrooms · 4 beds · 1 bath,24700373,Enrico,,Campo di Marte,43.7839103,11.2894484,Entire home/apt,150,3,1,2023-09-11,0.30,2,128,1,
904800730717121309,Rental unit in Florence · ★5.0 · 2 bedrooms · 4 beds · 1 bath,104102143,Silvia Antares,,Centro Storico,43.77193317495052,11.26991628731043,Entire home/apt,120,2,13,2023-12-10,2.75,3,0,13,
904808688789764068,Bed and breakfast in Florence · ★4.90 · 4 bedrooms · 8 beds · 4 baths,139228124,Maryan,,Campo di Marte,43.78277,11.28724,Private room,85,3,10,2023-11-27,1.59,4,174,10,
900537721430048456,Rental unit in Florence · ★4.67 · 1 bedroom · 1 bed · 2 baths,492243000,Nimoe,,Centro Storico,43.7625964,11.2717232,Entire home/apt,140,2,3,2023-09-18,0.50,12,360,3,
904821588464537278,Rental unit in Florence · 4 bedrooms · 8 beds · 3 baths,104102143,Silvia Antares,,Centro Storico,43.78196640331425,11.261504622033671,Entire home/apt,800,2,0,,,3,124,0,
900544983531809826,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,308009199,Giorgio,,Gavinana Galluzzo,43.75721,11.23326,Entire home/apt,145,3,1,2023-07-09,0.18,1,180,1,
900557111832382436,Condo in Florence · ★5.0 · 1 bedroom · 2 beds · 1 bath,170486870,Diletta,,Centro Storico,43.7728301,11.2474012,Entire home/apt,108,2,8,2023-12-10,3.24,1,353,8,048017LTN9770
904829866252762391,Rental unit in Florence · ★4.97 · 2 bedrooms · 4 beds · 2 baths,176240032,Giovanni,,Centro Storico,43.7722336,11.2494307,Entire home/apt,108,1,36,2023-12-14,7.06,1,70,36,048017LTN9454
904856421570796751,Rental unit in Florence · 1 bedroom · 2 beds · 1 bath,273766770,Giancarlo,,Centro Storico,43.76941,11.26384,Entire home/apt,100,1,1,2023-12-01,1,1,0,1,048017LTN11889
904871209991552589,Hotel in Florence · 1 bedroom · 1 bed · 1 bath,460653343,Saimir,,Centro Storico,43.777396804038624,11.251524414789293,Private room,116,1,1,2023-07-29,0.21,10,285,1,
900562267888818678,Rental unit in Florence · ★4.0 · 1 bedroom · 1 bed · 1 bath,2852226,Paola,,Centro Storico,43.76904,11.26338,Entire home/apt,59,2,7,2023-10-17,1.17,8,231,7,
900568154748948049,Rental unit in Florence · ★5.0 · 2 bedrooms · 2 beds · 2 baths,516807215,Chiara,,Campo di Marte,43.7793632,11.2723692,Entire home/apt,122,3,10,2023-10-28,1.58,1,245,10,
900586628959210505,Rental unit in Florence · ★4.94 · 1 bedroom · 2 beds · 1 bath,516811744,Luciano,,Campo di Marte,43.78693209530698,11.26970227473425,Entire home/apt,125,2,17,2023-10-26,2.79,1,202,17,
900611843328215724,Home in Florence · 1 bedroom · 2 beds · 1 bath,12791432,Giovanni,,Centro Storico,43.76868311954612,11.2547592446208,Entire home/apt,103,31,0,,,1,311,0,
900684630592950745,Condo in Florence · ★5.0 · 1 bedroom · 1 bed · 1 bath,44335683,Silvia,,Centro Storico,43.78137907129245,11.24221183481199,Private room,,1,4,2023-10-08,0.63,1,0,4,
904886683012302296,Rental unit in Florence · ★4.83 · 4 bedrooms · 7 beds · 1 bath,423193611,Leonardo,,Centro Storico,43.785487233581335,11.2266342490822,Entire home/apt,141,2,5,2023-11-04,1.76,2,0,5,048017LTN10930
900783365397776307,Rental unit in Florence · 1 bedroom · 1 bath,296194540,Marta Giulia,,Isolotto Legnaia,43.76738245064048,11.23881284147501,Entire home/apt,131,2,1,2023-11-30,1,1,365,1,
900803339873348609,Rental unit in Florence · ★5.0 · 1 bedroom · 1 bed · 1 private bath,165098978,Musa,,Centro Storico,43.78273483674366,11.242317482829094,Private room,67,2,29,2023-11-26,4.94,3,161,29,048017LTN8892
901197046047271516,Rental unit in Florence · ★5.0 · 2 bedrooms · 2 beds · 1 bath,516933722,Loredana,,Centro Storico,43.7684155,11.2430554,Entire home/apt,200,2,7,2023-10-01,1.10,1,79,7,
904898724816669405,Rental unit in Florence · ★5.0 · 2 bedrooms · 2 beds · 1 bath,517846379,Matteo,,Centro Storico,43.7696693,11.2529862,Entire home/apt,266,2,5,2023-10-25,0.96,1,286,5,048017LTN9476
901280362149426071,Rental unit in Florence · 1 bedroom · 1 bed · 1 bath,516949183,Agim,,Centro Storico,43.769883,11.2535275,Entire home/apt,200,1,0,,,1,268,0,
904926161062006387,Bed and breakfast in Florence · ★4.28 · 1 bedroom · 1 bed · 1.5 shared baths,517852474,Marouane,,Rifredi,43.79955,11.23623,Private room,66,1,39,2023-10-11,5.94,1,362,39,
